bigrams_comb,count,quarter
"('规定', '提供')",1,2014Q4
"('签署', '规定')",1,2014Q4
"('军事', '射程')",1,2014Q4
"('签署', '交流')",1,2014Q4
"('签署', '导弹')",1,2014Q4
"('协议', '射程')",1,2014Q4
"('半岛', '记者会')",1,2014Q4
"('半岛', '稳定')",1,2014Q4
"('协议', '导弹')",1,2014Q4
"('半岛', '维护')",1,2014Q4
"('情报', '导弹')",1,2014Q4
"('有关', '有利于')",1,2014Q4
"('朝鲜', '签订')",1,2014Q4
"('挑衅', '签订')",1,2014Q4
"('挑衅', '朝鲜')",1,2014Q4
"('有关', '例行')",1,2014Q4
"('有关', '年')",1,2014Q4
"('有关', '朝鲜')",1,2014Q4
"('韩国', '签订')",1,2014Q4
"('有关', '记者会')",1,2014Q4
"('有关', '稳定')",1,2014Q4
"('韩国', '挑衅')",1,2014Q4
"('日', '签订')",1,2014Q4
"('日', '朝鲜')",1,2014Q4
"('日', '挑衅')",1,2014Q4
"('有利于', '签订')",1,2014Q4
"('签署', '射程')",1,2014Q4
"('半岛', '朝鲜')",1,2014Q4
"('半岛', '年')",1,2014Q4
"('朝鲜', '射程')",1,2014Q4
"('中方', '半岛')",1,2014Q4
"('中方', '有关')",1,2014Q4
"('日', '射程')",1,2014Q4
"('日', '军事')",1,2014Q4
"('中方', '有利于')",1,2014Q4
"('中方', '例行')",1,2014Q4
"('交流', '射程')",1,2014Q4
"('交流', '军事')",1,2014Q4
"('中方', '年')",1,2014Q4
"('中方', '朝鲜')",1,2014Q4
"('中方', '记者会')",1,2014Q4
"('导弹', '交流')",1,2014Q4
"('韩国', '射程')",1,2014Q4
"('中方', '稳定')",1,2014Q4
"('韩国', '日')",1,2014Q4
"('中方', '维护')",1,2014Q4
"('半岛', '有关')",1,2014Q4
"('半岛', '有利于')",1,2014Q4
"('韩国', '交流')",1,2014Q4
"('半岛', '例行')",1,2014Q4
"('导弹', '军事')",1,2014Q4
"('导弹', '日')",1,2014Q4
"('导弹', '环球')",1,2014Q4
"('协议', '情况')",1,2014Q4
"('导弹', '时报')",1,2014Q4
"('签订', '一定')",1,2014Q4
"('合作', '矛盾')",1,2014Q4
"('军事', '一定')",1,2014Q4
"('军事', '矛盾')",1,2014Q4
"('军事', '合作')",1,2014Q4
"('日本', '一定')",1,2014Q4
"('日本', '韩国')",1,2014Q4
"('日本', '矛盾')",1,2014Q4
"('日本', '合作')",1,2014Q4
"('日本', '军事')",1,2014Q4
"('签订', '韩国')",1,2014Q4
"('导弹', '公里')",1,2014Q4
"('签订', '矛盾')",1,2014Q4
"('签订', '合作')",1,2014Q4
"('签订', '军事')",1,2014Q4
"('签订', '日本')",1,2014Q4
"('之间', '一定')",1,2014Q4
"('之间', '韩国')",1,2014Q4
"('之间', '矛盾')",1,2014Q4
"('之间', '合作')",1,2014Q4
"('之间', '军事')",1,2014Q4
"('合作', '韩国')",1,2014Q4
"('合作', '一定')",1,2014Q4
"('矛盾', '韩国')",1,2014Q4
"('矛盾', '一定')",1,2014Q4
"('共享', '协定')",1,2014Q4
"('共享', '达成')",1,2014Q4
"('共享', '法律')",1,2014Q4
"('共同社', '军事')",1,2014Q4
"('共同社', '消息')",1,2014Q4
"('共同社', '协定')",1,2014Q4
"('共同社', '达成')",1,2014Q4
"('共同社', '法律')",1,2014Q4
"('共同社', '签署')",1,2014Q4
"('共同社', '共享')",1,2014Q4
"('情报', '消息')",1,2014Q4
"('情报', '达成')",1,2014Q4
"('情报', '法律')",1,2014Q4
"('情报', '共同社')",1,2014Q4
"('备忘录', '消息')",1,2014Q4
"('备忘录', '达成')",1,2014Q4
"('备忘录', '法律')",1,2014Q4
"('备忘录', '共同社')",1,2014Q4
"('韩国', '一定')",1,2014Q4
"('之间', '日本')",1,2014Q4
"('之间', '签订')",1,2014Q4
"('情报', '一定')",1,2014Q4
"('协定', '应当')",1,2014Q4
"('协定', '安全')",1,2014Q4
"('协定', '共享')",1,2014Q4
"('协定', '月')",1,2014Q4
"('协定', '最终')",1,2014Q4
"('情报', '应当')",1,2014Q4
"('情报', '年')",1,2014Q4
"('情报', '安全')",1,2014Q4
"('情报', '月')",1,2014Q4
"('情报', '最终')",1,2014Q4
"('签署', '应当')",1,2014Q4
"('签署', '年')",1,2014Q4
"('签署', '安全')",1,2014Q4
"('签署', '月')",1,2014Q4
"('签署', '最终')",1,2014Q4
"('备忘录', '应当')",1,2014Q4
"('备忘录', '年')",1,2014Q4
"('备忘录', '安全')",1,2014Q4
"('备忘录', '月')",1,2014Q4
"('备忘录', '最终')",1,2014Q4
"('协定', '年')",1,2014Q4
"('最终', '月')",1,2014Q4
"('情报', '矛盾')",1,2014Q4
"('最终', '共享')",1,2014Q4
"('情报', '合作')",1,2014Q4
"('情报', '之间')",1,2014Q4
"('备忘录', '一定')",1,2014Q4
"('备忘录', '矛盾')",1,2014Q4
"('备忘录', '合作')",1,2014Q4
"('备忘录', '之间')",1,2014Q4
"('年', '应当')",1,2014Q4
"('安全', '应当')",1,2014Q4
"('安全', '年')",1,2014Q4
"('共享', '应当')",1,2014Q4
"('共享', '年')",1,2014Q4
"('共享', '安全')",1,2014Q4
"('月', '应当')",1,2014Q4
"('月', '年')",1,2014Q4
"('月', '安全')",1,2014Q4
"('月', '共享')",1,2014Q4
"('最终', '应当')",1,2014Q4
"('最终', '年')",1,2014Q4
"('最终', '安全')",1,2014Q4
"('共享', '消息')",1,2014Q4
"('签署', '法律')",1,2014Q4
"('签署', '达成')",1,2014Q4
"('协议', '韩方')",1,2014Q4
"('情报', '韩方')",1,2014Q4
"('情报', '同意')",1,2014Q4
"('情报', '情况')",1,2014Q4
"('国防部', '韩方')",1,2014Q4
"('国防部', '签署')",1,2014Q4
"('国防部', '同意')",1,2014Q4
"('国防部', '情况')",1,2014Q4
"('国防部', '交流')",1,2014Q4
"('国防部', '协议')",1,2014Q4
"('共享', '报道')",1,2014Q4
"('日本', '报道')",1,2014Q4
"('日本', '共享')",1,2014Q4
"('军方', '报道')",1,2014Q4
"('军方', '共享')",1,2014Q4
"('军方', '日本')",1,2014Q4
"('韩国', '报道')",1,2014Q4
"('韩国', '共享')",1,2014Q4
"('韩国', '军方')",1,2014Q4
"('提供', '报道')",1,2014Q4
"('协议', '同意')",1,2014Q4
"('交流', '提供')",1,2014Q4
"('提供', '日本')",1,2014Q4
"('交流', '情况')",1,2014Q4
"('导弹', '情报')",1,2014Q4
"('签署', '韩方')",1,2014Q4
"('同意', '韩方')",1,2014Q4
"('同意', '签署')",1,2014Q4
"('日', '韩方')",1,2014Q4
"('日', '签署')",1,2014Q4
"('日', '同意')",1,2014Q4
"('情况', '韩方')",1,2014Q4
"('情况', '签署')",1,2014Q4
"('情况', '同意')",1,2014Q4
"('情况', '日')",1,2014Q4
"('提供', '韩方')",1,2014Q4
"('提供', '签署')",1,2014Q4
"('提供', '同意')",1,2014Q4
"('提供', '日')",1,2014Q4
"('提供', '情况')",1,2014Q4
"('交流', '韩方')",1,2014Q4
"('交流', '签署')",1,2014Q4
"('交流', '同意')",1,2014Q4
"('提供', '共享')",1,2014Q4
"('提供', '军方')",1,2014Q4
"('签署', '消息')",1,2014Q4
"('国防部', '系统')",1,2014Q4
"('备忘录', '系统')",1,2014Q4
"('韩国', '反导')",1,2014Q4
"('韩国', '国防部')",1,2014Q4
"('签署', '反导')",1,2014Q4
"('签署', '系统')",1,2014Q4
"('共享', '反导')",1,2014Q4
"('共享', '系统')",1,2014Q4
"('情报', '反导')",1,2014Q4
"('情报', '系统')",1,2014Q4
"('消息', '军事')",1,2014Q4
"('协定', '军事')",1,2014Q4
"('协定', '消息')",1,2014Q4
"('达成', '军事')",1,2014Q4
"('达成', '消息')",1,2014Q4
"('达成', '协定')",1,2014Q4
"('法律', '军事')",1,2014Q4
"('法律', '消息')",1,2014Q4
"('法律', '协定')",1,2014Q4
"('法律', '达成')",1,2014Q4
"('备忘录', '反导')",1,2014Q4
"('国防部', '反导')",1,2014Q4
"('提供', '韩国')",1,2014Q4
"('系统', '军事')",1,2014Q4
"('签署', '报道')",1,2014Q4
"('签署', '军方')",1,2014Q4
"('信息', '报道')",1,2014Q4
"('信息', '共享')",1,2014Q4
"('信息', '日本')",1,2014Q4
"('信息', '军方')",1,2014Q4
"('信息', '韩国')",1,2014Q4
"('信息', '提供')",1,2014Q4
"('信息', '签署')",1,2014Q4
"('协议', '报道')",1,2014Q4
"('协议', '军方')",1,2014Q4
"('协议', '信息')",1,2014Q4
"('情报', '报道')",1,2014Q4
"('情报', '军方')",1,2014Q4
"('情报', '信息')",1,2014Q4
"('日本', '反导')",1,2014Q4
"('军事', '反导')",1,2014Q4
"('系统', '反导')",1,2014Q4
"('系统', '日本')",1,2014Q4
"('稳定', '维护')",1,2014Q4
"('情报', '签署')",4,2015Q1
"('朝鲜', '亚太')",3,2015Q1
"('情报', '军事')",3,2015Q1
"('签署', '交流')",3,2015Q1
"('韩国', '亚太')",3,2015Q1
"('情报', '韩国')",3,2015Q1
"('美国', '关系')",3,2015Q1
"('情报', '交流')",3,2015Q1
"('韩国', '关系')",3,2015Q1
"('朝鲜', '日')",3,2015Q1
"('美国', '日')",3,2015Q1
"('试验', '日')",3,2015Q1
"('协议', '交流')",3,2015Q1
"('签署', '韩国')",3,2015Q1
"('朝鲜', '协定')",2,2015Q1
"('签署', '军事')",2,2015Q1
"('朝鲜', '军事')",2,2015Q1
"('朝鲜', '协议')",2,2015Q1
"('朝鲜', '韩国')",2,2015Q1
"('签署', '亚太')",2,2015Q1
"('签署', '协定')",2,2015Q1
"('俄罗斯', '日')",2,2015Q1
"('签署', '协议')",2,2015Q1
"('签署', '朝鲜')",2,2015Q1
"('备忘录', '交流')",2,2015Q1
"('备忘录', '亚太')",2,2015Q1
"('朝鲜', '交流')",2,2015Q1
"('备忘录', '军事')",2,2015Q1
"('备忘录', '协议')",2,2015Q1
"('备忘录', '韩国')",2,2015Q1
"('备忘录', '协定')",2,2015Q1
"('协议', '军事')",2,2015Q1
"('韩国', '协议')",2,2015Q1
"('韩国', '军事')",2,2015Q1
"('朝鲜', '试验')",2,2015Q1
"('团体', '大使')",2,2015Q1
"('美国', '朝鲜')",2,2015Q1
"('韩国', '朝鲜')",2,2015Q1
"('韩国', '大使')",2,2015Q1
"('韩国', '美国')",2,2015Q1
"('事件', '大使')",2,2015Q1
"('亚太', '交流')",2,2015Q1
"('协定', '交流')",2,2015Q1
"('协定', '亚太')",2,2015Q1
"('军事', '交流')",2,2015Q1
"('军事', '亚太')",2,2015Q1
"('军事', '协定')",2,2015Q1
"('协议', '亚太')",2,2015Q1
"('协议', '协定')",2,2015Q1
"('备忘录', '签署')",2,2015Q1
"('韩国', '协定')",2,2015Q1
"('备忘录', '朝鲜')",2,2015Q1
"('韩国', '交流')",2,2015Q1
"('情报', '亚太')",2,2015Q1
"('情报', '协议')",2,2015Q1
"('情报', '朝鲜')",2,2015Q1
"('情报', '备忘录')",2,2015Q1
"('情报', '协定')",2,2015Q1
"('签署', '美国')",2,2015Q1
"('情报', '美国')",2,2015Q1
"('美国', '平衡')",2,2015Q1
"('团体', '关系')",1,2015Q1
"('大使', '国内')",1,2015Q1
"('发生', '朝鲜')",1,2015Q1
"('发生', '关系')",1,2015Q1
"('发生', '日')",1,2015Q1
"('发生', '国内')",1,2015Q1
"('发生', '大使')",1,2015Q1
"('团体', '朝鲜')",1,2015Q1
"('团体', '国内')",1,2015Q1
"('言论', '作出')",1,2015Q1
"('团体', '日')",1,2015Q1
"('大使', '关系')",1,2015Q1
"('言论', '矛盾')",1,2015Q1
"('团体', '发生')",1,2015Q1
"('美方', '历史')",1,2015Q1
"('美国', '国内')",1,2015Q1
"('美国', '大使')",1,2015Q1
"('美国', '发生')",1,2015Q1
"('美国', '团体')",1,2015Q1
"('大使', '日')",1,2015Q1
"('国内', '日')",1,2015Q1
"('言论', '外交部')",1,2015Q1
"('大使', '朝鲜')",1,2015Q1
"('澳大利亚', '金融')",1,2015Q1
"('澳大利亚', '美国')",1,2015Q1
"('澳大利亚', '中国')",1,2015Q1
"('澳大利亚', '英国')",1,2015Q1
"('加入', '文章')",1,2015Q1
"('加入', '日')",1,2015Q1
"('加入', '时报')",1,2015Q1
"('言论', '立场')",1,2015Q1
"('加入', '金融')",1,2015Q1
"('加入', '美国')",1,2015Q1
"('言论', '争议')",1,2015Q1
"('加入', '中国')",1,2015Q1
"('加入', '英国')",1,2015Q1
"('加入', '澳大利亚')",1,2015Q1
"('关系', '朝鲜')",1,2015Q1
"('日', '朝鲜')",1,2015Q1
"('日', '关系')",1,2015Q1
"('国内', '朝鲜')",1,2015Q1
"('国内', '关系')",1,2015Q1
"('言论', '议员')",1,2015Q1
"('韩国', '日')",1,2015Q1
"('美方', '韩国')",1,2015Q1
"('韩国', '发生')",1,2015Q1
"('韩国', '国内')",1,2015Q1
"('韩国', '作出')",1,2015Q1
"('历史', '议员')",1,2015Q1
"('历史', '外交部')",1,2015Q1
"('澳大利亚', '日')",1,2015Q1
"('历史', '作出')",1,2015Q1
"('历史', '矛盾')",1,2015Q1
"('韩国', '立场')",1,2015Q1
"('韩国', '争议')",1,2015Q1
"('韩国', '议员')",1,2015Q1
"('韩国', '外交部')",1,2015Q1
"('韩国', '矛盾')",1,2015Q1
"('美方', '立场')",1,2015Q1
"('立场', '争议')",1,2015Q1
"('立场', '议员')",1,2015Q1
"('立场', '外交部')",1,2015Q1
"('立场', '作出')",1,2015Q1
"('立场', '矛盾')",1,2015Q1
"('争议', '议员')",1,2015Q1
"('争议', '外交部')",1,2015Q1
"('争议', '作出')",1,2015Q1
"('争议', '矛盾')",1,2015Q1
"('历史', '争议')",1,2015Q1
"('历史', '立场')",1,2015Q1
"('历史', '韩国')",1,2015Q1
"('美方', '矛盾')",1,2015Q1
"('韩国', '团体')",1,2015Q1
"('美方', '争议')",1,2015Q1
"('事件', '朝鲜')",1,2015Q1
"('事件', '关系')",1,2015Q1
"('事件', '日')",1,2015Q1
"('事件', '国内')",1,2015Q1
"('美方', '议员')",1,2015Q1
"('事件', '发生')",1,2015Q1
"('事件', '团体')",1,2015Q1
"('事件', '美国')",1,2015Q1
"('事件', '韩国')",1,2015Q1
"('作出', '矛盾')",1,2015Q1
"('外交部', '矛盾')",1,2015Q1
"('外交部', '作出')",1,2015Q1
"('议员', '矛盾')",1,2015Q1
"('议员', '作出')",1,2015Q1
"('议员', '外交部')",1,2015Q1
"('美方', '外交部')",1,2015Q1
"('美方', '作出')",1,2015Q1
"('澳大利亚', '时报')",1,2015Q1
"('团体', '韩国')",1,2015Q1
"('澳大利亚', '文章')",1,2015Q1
"('韩国', '半岛')",1,2015Q1
"('半岛', '是否')",1,2015Q1
"('半岛', '月')",1,2015Q1
"('半岛', '平衡')",1,2015Q1
"('半岛', '同盟')",1,2015Q1
"('半岛', '朝鲜')",1,2015Q1
"('半岛', '美国')",1,2015Q1
"('韩国', '是否')",1,2015Q1
"('韩国', '月')",1,2015Q1
"('韩国', '平衡')",1,2015Q1
"('韩国', '同盟')",1,2015Q1
"('当时', '大使')",1,2015Q1
"('英国', '中国')",1,2015Q1
"('势力', '大使')",1,2015Q1
"('势力', '当时')",1,2015Q1
"('事件', '当时')",1,2015Q1
"('事件', '势力')",1,2015Q1
"('大学', '大使')",1,2015Q1
"('大学', '当时')",1,2015Q1
"('大学', '势力')",1,2015Q1
"('大学', '事件')",1,2015Q1
"('人员', '大使')",1,2015Q1
"('人员', '当时')",1,2015Q1
"('半岛', '亚太')",1,2015Q1
"('半岛', '关系')",1,2015Q1
"('美国', '同盟')",1,2015Q1
"('美国', '月')",1,2015Q1
"('是否', '关系')",1,2015Q1
"('是否', '亚太')",1,2015Q1
"('月', '关系')",1,2015Q1
"('月', '亚太')",1,2015Q1
"('月', '是否')",1,2015Q1
"('平衡', '关系')",1,2015Q1
"('平衡', '亚太')",1,2015Q1
"('平衡', '是否')",1,2015Q1
"('平衡', '月')",1,2015Q1
"('同盟', '关系')",1,2015Q1
"('同盟', '亚太')",1,2015Q1
"('同盟', '是否')",1,2015Q1
"('同盟', '月')",1,2015Q1
"('同盟', '平衡')",1,2015Q1
"('朝鲜', '关系')",1,2015Q1
"('朝鲜', '是否')",1,2015Q1
"('朝鲜', '月')",1,2015Q1
"('朝鲜', '平衡')",1,2015Q1
"('朝鲜', '同盟')",1,2015Q1
"('美国', '亚太')",1,2015Q1
"('美国', '是否')",1,2015Q1
"('人员', '势力')",1,2015Q1
"('人员', '事件')",1,2015Q1
"('人员', '大学')",1,2015Q1
"('团体', '人员')",1,2015Q1
"('团体', '文化')",1,2015Q1
"('团体', '统一')",1,2015Q1
"('日', '文章')",1,2015Q1
"('时报', '文章')",1,2015Q1
"('时报', '日')",1,2015Q1
"('金融', '文章')",1,2015Q1
"('金融', '日')",1,2015Q1
"('金融', '时报')",1,2015Q1
"('美国', '文章')",1,2015Q1
"('美国', '时报')",1,2015Q1
"('美国', '金融')",1,2015Q1
"('中国', '文章')",1,2015Q1
"('中国', '日')",1,2015Q1
"('中国', '时报')",1,2015Q1
"('中国', '金融')",1,2015Q1
"('中国', '美国')",1,2015Q1
"('英国', '文章')",1,2015Q1
"('英国', '日')",1,2015Q1
"('英国', '时报')",1,2015Q1
"('英国', '金融')",1,2015Q1
"('英国', '美国')",1,2015Q1
"('言论', '历史')",1,2015Q1
"('团体', '大学')",1,2015Q1
"('韩国', '当时')",1,2015Q1
"('团体', '事件')",1,2015Q1
"('韩国', '势力')",1,2015Q1
"('韩国', '事件')",1,2015Q1
"('韩国', '大学')",1,2015Q1
"('韩国', '人员')",1,2015Q1
"('文化', '大使')",1,2015Q1
"('文化', '当时')",1,2015Q1
"('文化', '势力')",1,2015Q1
"('文化', '事件')",1,2015Q1
"('文化', '大学')",1,2015Q1
"('文化', '人员')",1,2015Q1
"('文化', '韩国')",1,2015Q1
"('统一', '大使')",1,2015Q1
"('统一', '当时')",1,2015Q1
"('统一', '势力')",1,2015Q1
"('统一', '事件')",1,2015Q1
"('统一', '大学')",1,2015Q1
"('统一', '人员')",1,2015Q1
"('统一', '韩国')",1,2015Q1
"('统一', '文化')",1,2015Q1
"('团体', '当时')",1,2015Q1
"('团体', '势力')",1,2015Q1
"('言论', '韩国')",1,2015Q1
"('协议', '情报')",1,2015Q1
"('言论', '美方')",1,2015Q1
"('美国', '之间')",1,2015Q1
"('北约', '关系')",1,2015Q1
"('北约', '日本')",1,2015Q1
"('之间', '关系')",1,2015Q1
"('之间', '日本')",1,2015Q1
"('之间', '北约')",1,2015Q1
"('韩国', '日本')",1,2015Q1
"('韩国', '北约')",1,2015Q1
"('韩国', '之间')",1,2015Q1
"('美国', '日本')",1,2015Q1
"('美国', '北约')",1,2015Q1
"('美国', '韩国')",1,2015Q1
"('计划', '日')",1,2015Q1
"('签署', '关系')",1,2015Q1
"('签署', '日本')",1,2015Q1
"('签署', '北约')",1,2015Q1
"('签署', '之间')",1,2015Q1
"('军事', '关系')",1,2015Q1
"('军事', '日本')",1,2015Q1
"('军事', '北约')",1,2015Q1
"('军事', '之间')",1,2015Q1
"('军事', '韩国')",1,2015Q1
"('军事', '美国')",1,2015Q1
"('日本', '关系')",1,2015Q1
"('朝鲜', '军演')",1,2015Q1
"('朝鲜', '金正恩')",1,2015Q1
"('朝鲜', '提议')",1,2015Q1
"('提议', '试验')",1,2015Q1
"('提议', '停止')",1,2015Q1
"('金正恩', '演习')",1,2015Q1
"('金正恩', '日')",1,2015Q1
"('金正恩', '半岛')",1,2015Q1
"('金正恩', '美国')",1,2015Q1
"('金正恩', '试验')",1,2015Q1
"('金正恩', '停止')",1,2015Q1
"('金正恩', '提议')",1,2015Q1
"('军演', '演习')",1,2015Q1
"('军演', '日')",1,2015Q1
"('军演', '半岛')",1,2015Q1
"('军演', '美国')",1,2015Q1
"('军演', '试验')",1,2015Q1
"('军演', '停止')",1,2015Q1
"('军演', '提议')",1,2015Q1
"('军演', '金正恩')",1,2015Q1
"('朝鲜', '演习')",1,2015Q1
"('朝鲜', '半岛')",1,2015Q1
"('朝鲜', '美国')",1,2015Q1
"('朝鲜', '停止')",1,2015Q1
"('军事', '签署')",1,2015Q1
"('情报', '关系')",1,2015Q1
"('情报', '日本')",1,2015Q1
"('美国', '战略')",1,2015Q1
"('交流', '试图')",1,2015Q1
"('交流', '合作')",1,2015Q1
"('交流', '战略')",1,2015Q1
"('交流', '平衡')",1,2015Q1
"('交流', '美国')",1,2015Q1
"('签署', '安全')",1,2015Q1
"('签署', '试图')",1,2015Q1
"('签署', '合作')",1,2015Q1
"('签署', '战略')",1,2015Q1
"('签署', '平衡')",1,2015Q1
"('情报', '安全')",1,2015Q1
"('情报', '试图')",1,2015Q1
"('情报', '合作')",1,2015Q1
"('情报', '战略')",1,2015Q1
"('情报', '平衡')",1,2015Q1
"('协议', '安全')",1,2015Q1
"('协议', '试图')",1,2015Q1
"('协议', '合作')",1,2015Q1
"('协议', '战略')",1,2015Q1
"('协议', '平衡')",1,2015Q1
"('协议', '美国')",1,2015Q1
"('交流', '安全')",1,2015Q1
"('美国', '合作')",1,2015Q1
"('情报', '北约')",1,2015Q1
"('美国', '试图')",1,2015Q1
"('情报', '之间')",1,2015Q1
"('协定', '关系')",1,2015Q1
"('协定', '日本')",1,2015Q1
"('协定', '北约')",1,2015Q1
"('协定', '之间')",1,2015Q1
"('协定', '韩国')",1,2015Q1
"('协定', '美国')",1,2015Q1
"('协定', '签署')",1,2015Q1
"('协定', '军事')",1,2015Q1
"('协定', '情报')",1,2015Q1
"('试图', '安全')",1,2015Q1
"('合作', '安全')",1,2015Q1
"('合作', '试图')",1,2015Q1
"('战略', '安全')",1,2015Q1
"('战略', '试图')",1,2015Q1
"('战略', '合作')",1,2015Q1
"('平衡', '安全')",1,2015Q1
"('平衡', '试图')",1,2015Q1
"('平衡', '合作')",1,2015Q1
"('平衡', '战略')",1,2015Q1
"('美国', '安全')",1,2015Q1
"('提议', '美国')",1,2015Q1
"('提议', '半岛')",1,2015Q1
"('提议', '日')",1,2015Q1
"('俄罗斯', '北京')",1,2015Q1
"('协议', '签署')",1,2015Q1
"('试验', '计划')",1,2015Q1
"('试验', '进行')",1,2015Q1
"('试验', '共同社')",1,2015Q1
"('试验', '北京')",1,2015Q1
"('试验', '特别')",1,2015Q1
"('试验', '俄罗斯')",1,2015Q1
"('朝鲜', '计划')",1,2015Q1
"('朝鲜', '进行')",1,2015Q1
"('朝鲜', '共同社')",1,2015Q1
"('朝鲜', '北京')",1,2015Q1
"('朝鲜', '特别')",1,2015Q1
"('朝鲜', '俄罗斯')",1,2015Q1
"('东京', '朝鲜')",1,2015Q1
"('攻击', '朝鲜')",1,2015Q1
"('攻击', '东京')",1,2015Q1
"('围绕', '朝鲜')",1,2015Q1
"('围绕', '东京')",1,2015Q1
"('围绕', '攻击')",1,2015Q1
"('特别', '朝鲜')",1,2015Q1
"('特别', '东京')",1,2015Q1
"('俄罗斯', '特别')",1,2015Q1
"('俄罗斯', '共同社')",1,2015Q1
"('特别', '围绕')",1,2015Q1
"('俄罗斯', '进行')",1,2015Q1
"('进行', '日')",1,2015Q1
"('进行', '计划')",1,2015Q1
"('共同社', '日')",1,2015Q1
"('共同社', '计划')",1,2015Q1
"('共同社', '进行')",1,2015Q1
"('北京', '日')",1,2015Q1
"('北京', '计划')",1,2015Q1
"('北京', '进行')",1,2015Q1
"('北京', '共同社')",1,2015Q1
"('特别', '日')",1,2015Q1
"('特别', '计划')",1,2015Q1
"('特别', '进行')",1,2015Q1
"('特别', '共同社')",1,2015Q1
"('特别', '北京')",1,2015Q1
"('日', '日')",1,2015Q1
"('日', '计划')",1,2015Q1
"('日', '进行')",1,2015Q1
"('日', '共同社')",1,2015Q1
"('日', '北京')",1,2015Q1
"('日', '特别')",1,2015Q1
"('俄罗斯', '计划')",1,2015Q1
"('特别', '攻击')",1,2015Q1
"('年', '朝鲜')",1,2015Q1
"('提议', '演习')",1,2015Q1
"('会谈', '会议')",1,2015Q1
"('重启', '东京')",1,2015Q1
"('重启', '攻击')",1,2015Q1
"('重启', '围绕')",1,2015Q1
"('重启', '特别')",1,2015Q1
"('重启', '年')",1,2015Q1
"('重启', '条件')",1,2015Q1
"('重启', '会议')",1,2015Q1
"('重启', '会谈')",1,2015Q1
"('日', '演习')",1,2015Q1
"('半岛', '演习')",1,2015Q1
"('半岛', '日')",1,2015Q1
"('美国', '演习')",1,2015Q1
"('美国', '半岛')",1,2015Q1
"('试验', '演习')",1,2015Q1
"('试验', '半岛')",1,2015Q1
"('试验', '美国')",1,2015Q1
"('停止', '演习')",1,2015Q1
"('停止', '日')",1,2015Q1
"('停止', '半岛')",1,2015Q1
"('停止', '美国')",1,2015Q1
"('停止', '试验')",1,2015Q1
"('重启', '朝鲜')",1,2015Q1
"('会谈', '条件')",1,2015Q1
"('年', '东京')",1,2015Q1
"('会谈', '年')",1,2015Q1
"('年', '攻击')",1,2015Q1
"('年', '围绕')",1,2015Q1
"('年', '特别')",1,2015Q1
"('条件', '朝鲜')",1,2015Q1
"('条件', '东京')",1,2015Q1
"('条件', '攻击')",1,2015Q1
"('条件', '围绕')",1,2015Q1
"('条件', '特别')",1,2015Q1
"('条件', '年')",1,2015Q1
"('会议', '朝鲜')",1,2015Q1
"('会议', '东京')",1,2015Q1
"('会议', '攻击')",1,2015Q1
"('会议', '围绕')",1,2015Q1
"('会议', '特别')",1,2015Q1
"('会议', '年')",1,2015Q1
"('会议', '条件')",1,2015Q1
"('会谈', '朝鲜')",1,2015Q1
"('会谈', '东京')",1,2015Q1
"('会谈', '攻击')",1,2015Q1
"('会谈', '围绕')",1,2015Q1
"('会谈', '特别')",1,2015Q1
"('亚太', '关系')",1,2015Q1
"('卡特', '美国')",7,2015Q2
"('平衡', '美国')",6,2015Q2
"('卡特', '平衡')",5,2015Q2
"('亚太', '美国')",5,2015Q2
"('美国', '奥巴马')",5,2015Q2
"('日', '报道')",4,2015Q2
"('关系', '周年')",4,2015Q2
"('卡特', '地区')",4,2015Q2
"('卡特', '中国')",4,2015Q2
"('平衡', '地区')",4,2015Q2
"('日本', '周年')",4,2015Q2
"('安倍', '日本')",4,2015Q2
"('平衡', '奥巴马')",4,2015Q2
"('卡特', '亚太')",4,2015Q2
"('亚太', '地区')",4,2015Q2
"('安倍', '关系')",4,2015Q2
"('谈话', '日')",4,2015Q2
"('朝鲜', '导弹')",4,2015Q2
"('朝鲜', '日')",4,2015Q2
"('安倍', '道歉')",4,2015Q2
"('卡特', '奥巴马')",4,2015Q2
"('卡特', '亚洲')",3,2015Q2
"('亚太', '访问')",3,2015Q2
"('亚太', '亚洲')",3,2015Q2
"('卡特', '访问')",3,2015Q2
"('日本', '韩国')",3,2015Q2
"('日本', '道歉')",3,2015Q2
"('美国', '国防')",3,2015Q2
"('安倍', '谈话')",3,2015Q2
"('道歉', '周年')",3,2015Q2
"('亚太', '平衡')",3,2015Q2
"('安倍', '周年')",3,2015Q2
"('道歉', '谈话')",3,2015Q2
"('亚太', '军事')",3,2015Q2
"('亚洲', '访问')",3,2015Q2
"('亚洲', '美国')",3,2015Q2
"('亚洲', '地区')",3,2015Q2
"('访问', '美国')",3,2015Q2
"('访问', '军事')",3,2015Q2
"('卡特', '国防')",3,2015Q2
"('平衡', '军事')",3,2015Q2
"('地区', '军事')",3,2015Q2
"('亚太', '奥巴马')",3,2015Q2
"('地区', '奥巴马')",3,2015Q2
"('韩国', '周年')",3,2015Q2
"('关系', '日本')",3,2015Q2
"('亚洲', '军事')",3,2015Q2
"('卡特', '军事')",3,2015Q2
"('美国', '战略')",3,2015Q2
"('卡特', '战略')",3,2015Q2
"('平衡', '战略')",3,2015Q2
"('美国', '中国')",2,2015Q2
"('日本', '关系')",2,2015Q2
